
==============================================================================
ASSIGNMENTS  (graded work + graded quizzes)  (233)
    3011031  4d-PF3.png                                                    https://loyolahs.instructure.com/courses/6624/files/3011031
    3010953  4d.png                                                        https://loyolahs.instructure.com/courses/6624/files/3010953
    3010895  5.png                                                         https://loyolahs.instructure.com/courses/6624/files/3010895
    3010688  5a-CO.png                                                     https://loyolahs.instructure.com/courses/6624/files/3010688
    3011042  5a-CO2.png                                                    https://loyolahs.instructure.com/courses/6624/files/3011042
    3010770  5a.png                                                        https://loyolahs.instructure.com/courses/6624/files/3010770
    3011033  5b-CO.png                                                     https://loyolahs.instructure.com/courses/6624/files/3011033
    3011041  5b-CO2.png                                                    https://loyolahs.instructure.com/courses/6624/files/3011041
    3010745  5b.png                                                        https://loyolahs.instructure.com/courses/6624/files/3010745
    3011034  5c-CO.png                                                     https://loyolahs.instructure.com/courses/6624/files/3011034
    3011039  5c-CO2.png                                                    https://loyolahs.instructure.com/courses/6624/files/3011039
    3010952  5c.png                                                        https://loyolahs.instructure.com/courses/6624/files/3010952
    3011035  5d-CO.png                                                     https://loyolahs.instructure.com/courses/6624/files/3011035
    3011040  5d-CO2.png                                                    https://loyolahs.instructure.com/courses/6624/files/3011040
    3010903  5d.png                                                        https://loyolahs.instructure.com/courses/6624/files/3010903
    3010781  6.png                                                         https://loyolahs.instructure.com/courses/6624/files/3010781
    3010954  6a.png                                                        https://loyolahs.instructure.com/courses/6624/files/3010954
    3010747  6b.png                                                        https://loyolahs.instructure.com/courses/6624/files/3010747
    3010910  6c.png                                                        https://loyolahs.instructure.com/courses/6624/files/3010910
    3010901  6d.png                                                        https://loyolahs.instructure.com/courses/6624/files/3010901
    3010871  7.png                                                         https://loyolahs.instructure.com/courses/6624/files/3010871
    3011048  7a-2-11.png                                                   https://loyolahs.instructure.com/courses/6624/files/3011048
    3010689  7a-3.png                                                      https://loyolahs.instructure.com/courses/6624/files/3010689
    3010893  7a-4.png                                                      https://loyolahs.instructure.com/courses/6624/files/3010893
    3010991  7a-HCO3.png                                                   https://loyolahs.instructure.com/courses/6624/files/3010991
    3010772  7a.png                                                        https://loyolahs.instructure.com/courses/6624/files/3010772
    3011049  7b-2-11.png                                                   https://loyolahs.instructure.com/courses/6624/files/3011049
    3011055  7b-3-11.png                                                   https://loyolahs.instructure.com/courses/6624/files/3011055
    3010992  7b-HCO3.png                                                   https://loyolahs.instructure.com/courses/6624/files/3010992
    3010885  7b.png                                                        https://loyolahs.instructure.com/courses/6624/files/3010885
    3011050  7c-2-11.png                                                   https://loyolahs.instructure.com/courses/6624/files/3011050
    3010993  7c-HCO3.png                                                   https://loyolahs.instructure.com/courses/6624/files/3010993
    3010942  7c.png                                                        https://loyolahs.instructure.com/courses/6624/files/3010942
    3011051  7d-2-11.png                                                   https://loyolahs.instructure.com/courses/6624/files/3011051
    3010994  7d-HCO3.png                                                   https://loyolahs.instructure.com/courses/6624/files/3010994
    3010959  7d.png                                                        https://loyolahs.instructure.com/courses/6624/files/3010959
    3010875  8.png                                                         https://loyolahs.instructure.com/courses/6624/files/3010875
    3010999  8a-C2O2H3.png                                                 https://loyolahs.instructure.com/courses/6624/files/3010999
    3010922  8a.png                                                        https://loyolahs.instructure.com/courses/6624/files/3010922
    3011053  8b-2-11.png                                                   https://loyolahs.instructure.com/courses/6624/files/3011053
    3010899  8b-3.png                                                      https://loyolahs.instructure.com/courses/6624/files/3010899
    3010690  8b-4.png                                                      https://loyolahs.instructure.com/courses/6624/files/3010690
    3011000  8b-C2O2H3.png                                                 https://loyolahs.instructure.com/courses/6624/files/3011000
    3010914  8b.png                                                        https://loyolahs.instructure.com/courses/6624/files/3010914
    3011052  8c-2-11.png                                                   https://loyolahs.instructure.com/courses/6624/files/3011052
    3010891  8c-C2O2H3.png                                                 https://loyolahs.instructure.com/courses/6624/files/3010891
    3010774  8c.png                                                        https://loyolahs.instructure.com/courses/6624/files/3010774
    3010807  08c2212cf94575cc4afe86e3c57b0cb5.png                          https://loyolahs.instructure.com/courses/6624/files/3010807
    3011054  8d-2-11.png                                                   https://loyolahs.instructure.com/courses/6624/files/3011054
    3011001  8d-C2O2H3.png                                                 https://loyolahs.instructure.com/courses/6624/files/3011001
    3010773  8d.png                                                        https://loyolahs.instructure.com/courses/6624/files/3010773
    3010935  9.png                                                         https://loyolahs.instructure.com/courses/6624/files/3010935
    3010995  9a-C2O4H.png                                                  https://loyolahs.instructure.com/courses/6624/files/3010995
    3010775  9a.png                                                        https://loyolahs.instructure.com/courses/6624/files/3010775
    3010691  9b-C2O4H.png                                                  https://loyolahs.instructure.com/courses/6624/files/3010691
    3010882  9b.png                                                        https://loyolahs.instructure.com/courses/6624/files/3010882
    3010939  9c-1.png                                                      https://loyolahs.instructure.com/courses/6624/files/3010939
    3010996  9c-C2O4H.png                                                  https://loyolahs.instructure.com/courses/6624/files/3010996
    3010966  9c.png                                                        https://loyolahs.instructure.com/courses/6624/files/3010966
    3010997  9d-C2O4H.png                                                  https://loyolahs.instructure.com/courses/6624/files/3010997
    3010776  9d.png                                                        https://loyolahs.instructure.com/courses/6624/files/3010776
    3011056  10-11.png                                                     https://loyolahs.instructure.com/courses/6624/files/3011056
    3010777  10.png                                                        https://loyolahs.instructure.com/courses/6624/files/3010777
    3010778  11.png                                                        https://loyolahs.instructure.com/courses/6624/files/3010778
    3010876  12.png                                                        https://loyolahs.instructure.com/courses/6624/files/3010876
    3010656  13 Worksheet Solutions.pdf                                    https://loyolahs.instructure.com/courses/6624/files/3010656
    3010658  13-5 Worksheet.pdf                                            https://loyolahs.instructure.com/courses/6624/files/3010658
    3010659  13.1 to 13.4 Worksheet.pdf                                    https://loyolahs.instructure.com/courses/6624/files/3010659
    3010941  13.png                                                        https://loyolahs.instructure.com/courses/6624/files/3010941
    3010838  14 Worksheet Solutions.pdf                                    https://loyolahs.instructure.com/courses/6624/files/3010838
    3010835  14-1 Reaction Rates.pdf                                       https://loyolahs.instructure.com/courses/6624/files/3010835
    3010836  14-3 Concentration and Rate Laws.pdf                          https://loyolahs.instructure.com/courses/6624/files/3010836
    3010837  14.5 – 14.7 Temperature and rate, Mechanisms, and Catalysis.  https://loyolahs.instructure.com/courses/6624/files/3010837
    3011065  14.5Endo                                                      https://loyolahs.instructure.com/courses/6624/files/3011065
    3010779  14.png                                                        https://loyolahs.instructure.com/courses/6624/files/3010779
    3010839  15-7 Le Châtelier’s Principle.pdf                            https://loyolahs.instructure.com/courses/6624/files/3010839
    3010661  15.1 to 15.3 Worksheet.pdf                                    https://loyolahs.instructure.com/courses/6624/files/3010661
    3010662  15.4 - 15.6 Worksheet.pdf                                     https://loyolahs.instructure.com/courses/6624/files/3010662
    3010780  15.png                                                        https://loyolahs.instructure.com/courses/6624/files/3010780
    3010848  16 solutions.pdf                                              https://loyolahs.instructure.com/courses/6624/files/3010848
    3010840  16-1, 16-2, 16-11 Worksheet.pdf                               https://loyolahs.instructure.com/courses/6624/files/3010840
    3010660  16-3, 16-4 pH.pdf                                             https://loyolahs.instructure.com/courses/6624/files/3010660
    3010663  16-5.pdf                                                      https://loyolahs.instructure.com/courses/6624/files/3010663
    3010841  16-6 Weak Acids.pdf                                           https://loyolahs.instructure.com/courses/6624/files/3010841
    3010664  16-7 16-10.pdf                                                https://loyolahs.instructure.com/courses/6624/files/3010664
    3010934  16.png                                                        https://loyolahs.instructure.com/courses/6624/files/3010934
    3010873  17.png                                                        https://loyolahs.instructure.com/courses/6624/files/3010873
    3010846  19 and 20 solutions.pdf                                       https://loyolahs.instructure.com/courses/6624/files/3010846
    3010844  19-1 to 19-3 Worksheet.pdf                                    https://loyolahs.instructure.com/courses/6624/files/3010844
    3010842  19-4 19-7.pdf                                                 https://loyolahs.instructure.com/courses/6624/files/3010842
    3010742  19bfeb82-aeed-4a70-8637-134150b618e7                          https://loyolahs.instructure.com/courses/6624/files/3010742
    3010843  20-1.pdf                                                      https://loyolahs.instructure.com/courses/6624/files/3010843
    3010666  20-2.pdf                                                      https://loyolahs.instructure.com/courses/6624/files/3010666
    3010845  20-3 to 20-5 Worksheet.pdf                                    https://loyolahs.instructure.com/courses/6624/files/3010845
    3010847  21-1 and 21-4.pdf                                             https://loyolahs.instructure.com/courses/6624/files/3010847
    3010890  942fc1d2-c8d2-43c6-a502-1704e4248bad                          https://loyolahs.instructure.com/courses/6624/files/3010890
    3010746  6805033c-ab49-40f5-a592-640a8d8b5082                          https://loyolahs.instructure.com/courses/6624/files/3010746
    3010681  1666469144.611424.MOV                                         https://loyolahs.instructure.com/courses/6624/files/3010681
    3010748  A1.jpeg                                                       https://loyolahs.instructure.com/courses/6624/files/3010748
    3010750  A2.jpeg                                                       https://loyolahs.instructure.com/courses/6624/files/3010750
    3010785  aim10.5.jpg                                                   https://loyolahs.instructure.com/courses/6624/files/3010785
    3010802  alcohol.png                                                   https://loyolahs.instructure.com/courses/6624/files/3010802
    3010936  aldehyde.png                                                  https://loyolahs.instructure.com/courses/6624/files/3010936
    3010803  amide.png                                                     https://loyolahs.instructure.com/courses/6624/files/3010803
    3010896  amine.png                                                     https://loyolahs.instructure.com/courses/6624/files/3010896
    3010665  Applications of gas laws & partial pressures.pdf              https://loyolahs.instructure.com/courses/6624/files/3010665
    3010931  B1.jpeg                                                       https://loyolahs.instructure.com/courses/6624/files/3010931
    3010862  B2.jpeg                                                       https://loyolahs.instructure.com/courses/6624/files/3010862
    3010817  balancing reactions 1 with solutions.pdf                      https://loyolahs.instructure.com/courses/6624/files/3010817
    3010816  balancing reactions 1.pdf                                     https://loyolahs.instructure.com/courses/6624/files/3010816
    3010812  Barnese Honors Chem Syllabus 2022.pdf                         https://loyolahs.instructure.com/courses/6624/files/3010812
    3010680  Barnese Honors Chem Syllabus 2023-24.pdf                      https://loyolahs.instructure.com/courses/6624/files/3010680
    3010692  Barnese Honors Chem Syllabus 2023-24.pdf                      https://loyolahs.instructure.com/courses/6624/files/3010692
    3010977  Barnese Honors Chem Syllabus 2024-25.pdf                      https://loyolahs.instructure.com/courses/6624/files/3010977
    3010974  Barnese Honors Chem Syllabus 2025-26.pdf                      https://loyolahs.instructure.com/courses/6624/files/3010974
    3010923  butane.png                                                    https://loyolahs.instructure.com/courses/6624/files/3010923
    3010860  C1.jpeg                                                       https://loyolahs.instructure.com/courses/6624/files/3010860
    3010955  C2.jpeg                                                       https://loyolahs.instructure.com/courses/6624/files/3010955
    3010722  c5s1.mp4                                                      https://loyolahs.instructure.com/courses/6624/files/3010722
    3010762  c5s2.mp4                                                      https://loyolahs.instructure.com/courses/6624/files/3010762
    3010928  c5s3.mp4                                                      https://loyolahs.instructure.com/courses/6624/files/3010928
    3010971  Calorimetry lab.pdf                                           https://loyolahs.instructure.com/courses/6624/files/3010971
    3010858  canvas image.png                                              https://loyolahs.instructure.com/courses/6624/files/3010858
    3010738  carboxylic acid.png                                           https://loyolahs.instructure.com/courses/6624/files/3010738
    3010723  carboxylic%20acid.png                                         https://loyolahs.instructure.com/courses/6624/files/3010723
    3010963  cda8fd53-0f56-4283-a293-2be95d86ab26                          https://loyolahs.instructure.com/courses/6624/files/3010963
    3010829  Ch 6-9 worksheet solutions.pdf                                https://loyolahs.instructure.com/courses/6624/files/3010829
    3010951  ch 15 quiz with solutions.pdf                                 https://loyolahs.instructure.com/courses/6624/files/3010951
    3010830  Ch-10 solutions.pdf                                           https://loyolahs.instructure.com/courses/6624/files/3010830
    3010834  Ch11 worksheet Solution.pdf                                   https://loyolahs.instructure.com/courses/6624/files/3010834
    3010831  Ch11 worksheet.pdf                                            https://loyolahs.instructure.com/courses/6624/files/3010831
    3011068  Ch14_Exam_Review.pdf                                          https://loyolahs.instructure.com/courses/6624/files/3011068
    3011066  Ch14Review1.png                                               https://loyolahs.instructure.com/courses/6624/files/3011066
    3011067  Ch14Review2.png                                               https://loyolahs.instructure.com/courses/6624/files/3011067
    3010668  Chapter 1 and 2 Exam SG.pdf                                   https://loyolahs.instructure.com/courses/6624/files/3010668
    3010968  Chapter 1 and 2 Exam SG.pdf                                   https://loyolahs.instructure.com/courses/6624/files/3010968
    3010672  chapter 5 worksheet Solution.pdf                              https://loyolahs.instructure.com/courses/6624/files/3010672
    3010970  chapter 5 worksheet.pdf                                       https://loyolahs.instructure.com/courses/6624/files/3010970
    3010975  Chapter 6-9 homework.pdf                                      https://loyolahs.instructure.com/courses/6624/files/3010975
    3011045  Chapter 10 homework.pdf                                       https://loyolahs.instructure.com/courses/6624/files/3011045
    3010833  Chapter 10-13 EXAM Review.pdf                                 https://loyolahs.instructure.com/courses/6624/files/3010833
    3011061  Chapter 11-12 homework.pdf                                    https://loyolahs.instructure.com/courses/6624/files/3011061
    3011060  Chapter 13 homework.pdf                                       https://loyolahs.instructure.com/courses/6624/files/3011060
    3011064  Chapter 14 homework.pdf                                       https://loyolahs.instructure.com/courses/6624/files/3011064
    3011063  Chapter 15 homework.pdf                                       https://loyolahs.instructure.com/courses/6624/files/3011063
    3011062  Chapter 16 homework.pdf                                       https://loyolahs.instructure.com/courses/6624/files/3011062
    3011073  Chapter 19 and 20 homework.pdf                                https://loyolahs.instructure.com/courses/6624/files/3011073
    3011005  Chapters 1-9 Review Questions .pdf                            https://loyolahs.instructure.com/courses/6624/files/3011005
    3011006  Chapters 1-9 Review Questions Answer Key.pdf                  https://loyolahs.instructure.com/courses/6624/files/3011006
    3010961  CK12 Screenshot 18-15-1.png                                   https://loyolahs.instructure.com/courses/6624/files/3010961
    3010925  CK12%20Screenshot%2018-15-1.png                               https://loyolahs.instructure.com/courses/6624/files/3010925
    3010793  CO-1.jpeg                                                     https://loyolahs.instructure.com/courses/6624/files/3010793
    3010940  CO.jpeg                                                       https://loyolahs.instructure.com/courses/6624/files/3010940
    3010950  Cross-section-human-molar.jpg.webp                            https://loyolahs.instructure.com/courses/6624/files/3010950
    3010724  cyclobutane.png                                               https://loyolahs.instructure.com/courses/6624/files/3010724
    3010800  cyclohexane.png                                               https://loyolahs.instructure.com/courses/6624/files/3010800
    3010799  cyclopentane.png                                              https://loyolahs.instructure.com/courses/6624/files/3010799
    3010725  cyclopropane.png                                              https://loyolahs.instructure.com/courses/6624/files/3010725
    3010765  d.png                                                         https://loyolahs.instructure.com/courses/6624/files/3010765
    3010693  D1.jpeg                                                       https://loyolahs.instructure.com/courses/6624/files/3010693
    3010749  D2.jpeg                                                       https://loyolahs.instructure.com/courses/6624/files/3010749
    3011047  dichloromethanol.png                                          https://loyolahs.instructure.com/courses/6624/files/3011047
    3010850  Dimensional Analysis Worksheet 7.1 part 2.pdf                 https://loyolahs.instructure.com/courses/6624/files/3010850
    3010815  Dimensional Analysis Worksheet Solutions.pdf                  https://loyolahs.instructure.com/courses/6624/files/3010815
    3010814  Dimensional Analysis Worksheet.pdf                            https://loyolahs.instructure.com/courses/6624/files/3010814
    3010667  Double displacement type and concentration Solutions.pdf      https://loyolahs.instructure.com/courses/6624/files/3010667
    3010969  Double displacement type and concentration.pdf                https://loyolahs.instructure.com/courses/6624/files/3010969
    3010726  download (2).png                                              https://loyolahs.instructure.com/courses/6624/files/3010726
    3010805  download.webp                                                 https://loyolahs.instructure.com/courses/6624/files/3010805
    3010727  eb1540ea-879d-4041-a2c0-a54fb85e2c22                          https://loyolahs.instructure.com/courses/6624/files/3010727
    3011072  ElectroChem Worksheet.pdf                                     https://loyolahs.instructure.com/courses/6624/files/3011072
    3010827  Electron Configuration Worksheet.pdf                          https://loyolahs.instructure.com/courses/6624/files/3010827
    3010861  Electronegativity Trend-1.png                                 https://loyolahs.instructure.com/courses/6624/files/3010861
    3011201  Electronegativity Trend-2-1.png                               https://loyolahs.instructure.com/courses/6624/files/3011201
    3010956  Electronegativity Trend-2.png                                 https://loyolahs.instructure.com/courses/6624/files/3010956
    3011102  Electronegativity Trend-3.png                                 https://loyolahs.instructure.com/courses/6624/files/3011102
    3010697  Electronegativity Trend.png                                   https://loyolahs.instructure.com/courses/6624/files/3010697
    3010728  endo_values_2a.gif                                            https://loyolahs.instructure.com/courses/6624/files/3010728
    3010826  Energy, frequency, and wavelength worksheet.pdf               https://loyolahs.instructure.com/courses/6624/files/3010826
    3010695  Entropy Snap-1.pdf                                            https://loyolahs.instructure.com/courses/6624/files/3010695
    3010694  Entropy Snap.pdf                                              https://loyolahs.instructure.com/courses/6624/files/3010694
    3011057  Entropy Snap.pdf                                              https://loyolahs.instructure.com/courses/6624/files/3011057
    3010673  Equilbrium dice game.pdf                                      https://loyolahs.instructure.com/courses/6624/files/3010673
    3010729  ester.png                                                     https://loyolahs.instructure.com/courses/6624/files/3010729
    3010794  ethane.png                                                    https://loyolahs.instructure.com/courses/6624/files/3010794
    3010796  ethene.png                                                    https://loyolahs.instructure.com/courses/6624/files/3010796
    3010730  ether.png                                                     https://loyolahs.instructure.com/courses/6624/files/3010730
    3010797  ethyne.png                                                    https://loyolahs.instructure.com/courses/6624/files/3010797
    3010824  Exam 2 Review Solution.pdf                                    https://loyolahs.instructure.com/courses/6624/files/3010824
    3010823  Exam 2 Review.pdf                                             https://loyolahs.instructure.com/courses/6624/files/3010823
    3010986  Exam 2 Review.pdf                                             https://loyolahs.instructure.com/courses/6624/files/3010986
    3010670  Exam 3 review Solution.pdf                                    https://loyolahs.instructure.com/courses/6624/files/3010670
    3011043  Exam 3 review Solution.pdf                                    https://loyolahs.instructure.com/courses/6624/files/3011043
    3010825  Exam 3 review.pdf                                             https://loyolahs.instructure.com/courses/6624/files/3010825
    3010976  Exam 3 review.pdf                                             https://loyolahs.instructure.com/courses/6624/files/3010976
    3010832  Exam 4 Equations.pdf                                          https://loyolahs.instructure.com/courses/6624/files/3010832
    3011058  Exam 4 Equations.pdf                                          https://loyolahs.instructure.com/courses/6624/files/3011058
    3011059  Exam 4 Review.pdf                                             https://loyolahs.instructure.com/courses/6624/files/3011059
    3010679  Exam 5 Review.pdf                                             https://loyolahs.instructure.com/courses/6624/files/3010679
    3010761  Exam 5 Review.pdf                                             https://loyolahs.instructure.com/courses/6624/files/3010761
    3010675  exam 6 equation sheet.pdf                                     https://loyolahs.instructure.com/courses/6624/files/3010675
    3011075  exam 6 equation sheet.pdf                                     https://loyolahs.instructure.com/courses/6624/files/3011075
    3010674  exam 6 Review.pdf                                             https://loyolahs.instructure.com/courses/6624/files/3010674
    3011071  Exam 6 Review.pdf                                             https://loyolahs.instructure.com/courses/6624/files/3011071
    3011074  Exam 7 Review.pdf                                             https://loyolahs.instructure.com/courses/6624/files/3011074
    3010731  fe46b18a-2e1f-4fe7-9806-8e69daf9f3fa                          https://loyolahs.instructure.com/courses/6624/files/3010731
    3010698  Final Exam Equation Sheet.pdf                                 https://loyolahs.instructure.com/courses/6624/files/3010698
    3010854  Final Exam Equation Sheet.pdf                                 https://loyolahs.instructure.com/courses/6624/files/3010854
    3010856  Final Exam Equation Sheet.pdf                                 https://loyolahs.instructure.com/courses/6624/files/3010856
    3010978  FlinnSafetyContract.PDF                                       https://loyolahs.instructure.com/courses/6624/files/3010978
    3010758  gas laws.pdf                                                  https://loyolahs.instructure.com/courses/6624/files/3010758
    3010757  gas units.pdf                                                 https://loyolahs.instructure.com/courses/6624/files/3010757
    3010653  glassware.png                                                 https://loyolahs.instructure.com/courses/6624/files/3010653
    3010874  haloalkane.png                                                https://loyolahs.instructure.com/courses/6624/files/3010874
    3010964  hexane.png                                                    https://loyolahs.instructure.com/courses/6624/files/3010964
    3011078  Homework 1 part 1.pdf                                         https://loyolahs.instructure.com/courses/6624/files/3011078
    3010988  Homework 1 part 2.pdf                                         https://loyolahs.instructure.com/courses/6624/files/3010988
    3010990  Homework 2.pdf                                                https://loyolahs.instructure.com/courses/6624/files/3010990
    3011044  Homework 5.pdf                                                https://loyolahs.instructure.com/courses/6624/files/3011044
    3010989  Homework3.pdf                                                 https://loyolahs.instructure.com/courses/6624/files/3010989
    3011002  Homework4.pdf                                                 https://loyolahs.instructure.com/courses/6624/files/3011002
    3010696  Honors Chem Banner.png                                        https://loyolahs.instructure.com/courses/6624/files/3010696
    3010811  Honors Chem Exam sheet.pdf                                    https://loyolahs.instructure.com/courses/6624/files/3010811
    3010985  Honors Chem Exam sheet.pdf                                    https://loyolahs.instructure.com/courses/6624/files/3010985
    3011004  Honors Chem Exam sheet.pdf                                    https://loyolahs.instructure.com/courses/6624/files/3011004
    3010855  Honors Chem First Semester Final Exam Study Guide.pdf         https://loyolahs.instructure.com/courses/6624/files/3010855
    3011077  Honors_Chemistry_Semester_2_Final_Review.pdf                  https://loyolahs.instructure.com/courses/6624/files/3011077
    3010732  image-1.png                                                   https://loyolahs.instructure.com/courses/6624/files/3010732
    3010938  image-2.png                                                   https://loyolahs.instructure.com/courses/6624/files/3010938
    3010733  image-3.png                                                   https://loyolahs.instructure.com/courses/6624/files/3010733
    3010881  image-4.png                                                   https://loyolahs.instructure.com/courses/6624/files/3010881
    3010962  image-5.png                                                   https://loyolahs.instructure.com/courses/6624/files/3010962
    3010806  image-6.png                                                   https://loyolahs.instructure.com/courses/6624/files/3010806
    3010857  image.jpeg                                                    https://loyolahs.instructure.com/courses/6624/files/3010857
    3010734  image.png                                                     https://loyolahs.instructure.com/courses/6624/files/3010734
    3010930  images (1)-1.png                                              https://loyolahs.instructure.com/courses/6624/files/3010930
    3010735  images (1).png                                                https://loyolahs.instructure.com/courses/6624/files/3010735
    3010880  images-1.png                                                  https://loyolahs.instructure.com/courses/6624/files/3010880
    3010736  images.png                                                    https://loyolahs.instructure.com/courses/6624/files/3010736
    3010754  images%20(1).png                                              https://loyolahs.instructure.com/courses/6624/files/3010754
    3010867  ionic nomenclature .pdf                                       https://loyolahs.instructure.com/courses/6624/files/3010867
    3010760  ionic nomenclature-1.mov                                      https://loyolahs.instructure.com/courses/6624/files/3010760
    3010759  ionic nomenclature.mov                                        https://loyolahs.instructure.com/courses/6624/files/3010759
    3011003  Ions.pdf                                                      https://loyolahs.instructure.com/courses/6624/files/3011003
    3010739  ketone-1.png                                                  https://loyolahs.instructure.com/courses/6624/files/3010739
    3010948  ketone.png                                                    https://loyolahs.instructure.com/courses/6624/files/3010948
    3010984  Lab 1.pdf                                                     https://loyolahs.instructure.com/courses/6624/files/3010984
    3010967  Lab 2.pdf                                                     https://loyolahs.instructure.com/courses/6624/files/3010967
    3010983  Lab 3.pdf                                                     https://loyolahs.instructure.com/courses/6624/files/3010983
    3010998  Lab 4.pdf                                                     https://loyolahs.instructure.com/courses/6624/files/3010998
    3011046  Lab 5.pdf                                                     https://loyolahs.instructure.com/courses/6624/files/3011046
    3011007  Lab 6.pdf                                                     https://loyolahs.instructure.com/courses/6624/files/3011007
    3010859  Lab 11.pdf                                                    https://loyolahs.instructure.com/courses/6624/files/3010859
    3010669  Lewis Structure I Worksheet.pdf                               https://loyolahs.instructure.com/courses/6624/files/3010669
    3010671  Lewis Structures II Worksheet.pdf                             https://loyolahs.instructure.com/courses/6624/files/3010671
    3010821  limiting reactant solutions.pdf                               https://loyolahs.instructure.com/courses/6624/files/3010821
    3010822  limiting reactant.pdf                                         https://loyolahs.instructure.com/courses/6624/files/3010822
    3010782  manometer.jpeg                                                https://loyolahs.instructure.com/courses/6624/files/3010782
    3010813  Material classification.pdf                                   https://loyolahs.instructure.com/courses/6624/files/3010813
    3010921  Material classification.pdf                                   https://loyolahs.instructure.com/courses/6624/files/3010921
    3010932  methane.png                                                   https://loyolahs.instructure.com/courses/6624/files/3010932
    3010791  methanol-1.png                                                https://loyolahs.instructure.com/courses/6624/files/3010791
    3010792  methanol-2.png                                                https://loyolahs.instructure.com/courses/6624/files/3010792
    3010740  methanol.png                                                  https://loyolahs.instructure.com/courses/6624/files/3010740
    3010818  Mole Conversions and Empirical formula p4.pdf                 https://loyolahs.instructure.com/courses/6624/files/3010818
    3010819  Mole Conversions and Empirical formula p5.pdf                 https://loyolahs.instructure.com/courses/6624/files/3010819
    3010820  Mole Conversions and Empirical formula Solutions.pdf          https://loyolahs.instructure.com/courses/6624/files/3010820
    3010676  molecular Geometry Worksheet.pdf                              https://loyolahs.instructure.com/courses/6624/files/3010676
    3010787  MSC_ORG_CHM_C04A_E01_011_O01.png                              https://loyolahs.instructure.com/courses/6624/files/3010787
    3010853  Nomenclature Worksheet.pdf                                    https://loyolahs.instructure.com/courses/6624/files/3010853
    3010937  Nomenclature.mov                                              https://loyolahs.instructure.com/courses/6624/files/3010937
    3010755  orbital1.png                                                  https://loyolahs.instructure.com/courses/6624/files/3010755
    3010946  orbital2.png                                                  https://loyolahs.instructure.com/courses/6624/files/3010946
    3010756  pentane.png                                                   https://loyolahs.instructure.com/courses/6624/files/3010756
    3010828  Periodic Properties Worksheet.pdf                             https://loyolahs.instructure.com/courses/6624/files/3010828
    3011139  Periodic table-1-1.png                                        https://loyolahs.instructure.com/courses/6624/files/3011139
    3010701  Periodic table-1.png                                          https://loyolahs.instructure.com/courses/6624/files/3010701
    3010702  Periodic table-2.png                                          https://loyolahs.instructure.com/courses/6624/files/3010702
    3011086  Periodic table-3-1.png                                        https://loyolahs.instructure.com/courses/6624/files/3011086
    3010703  Periodic table-3.png                                          https://loyolahs.instructure.com/courses/6624/files/3010703
    3011097  Periodic table-4-1.png                                        https://loyolahs.instructure.com/courses/6624/files/3011097
    3010947  Periodic table-4.png                                          https://loyolahs.instructure.com/courses/6624/files/3010947
    3011117  Periodic table-4b8ec10b-052f-4d5d-92bc-2704f6031ab3-1.png     https://loyolahs.instructure.com/courses/6624/files/3011117
    3010700  Periodic table-4b8ec10b-052f-4d5d-92bc-2704f6031ab3.png       https://loyolahs.instructure.com/courses/6624/files/3010700
    3011155  Periodic table-5-1.png                                        https://loyolahs.instructure.com/courses/6624/files/3011155
    3010699  Periodic table-5.png                                          https://loyolahs.instructure.com/courses/6624/files/3010699
    3011112  Periodic table-6-1.png                                        https://loyolahs.instructure.com/courses/6624/files/3011112
    3010764  Periodic table-6.png                                          https://loyolahs.instructure.com/courses/6624/files/3010764
    3010944  Periodic table-7.png                                          https://loyolahs.instructure.com/courses/6624/files/3010944
    3011092  Periodic table-7e5bf2fa-21a6-4814-83ac-2a01481dc9b7-1.png     https://loyolahs.instructure.com/courses/6624/files/3011092
    3010865  Periodic table-7e5bf2fa-21a6-4814-83ac-2a01481dc9b7.png       https://loyolahs.instructure.com/courses/6624/files/3010865
    3011107  Periodic table-9f8f77f0-bffa-4fa4-b99d-3b825048dd2c-1.png     https://loyolahs.instructure.com/courses/6624/files/3011107
    3010869  Periodic table-9f8f77f0-bffa-4fa4-b99d-3b825048dd2c.png       https://loyolahs.instructure.com/courses/6624/files/3010869
    3011203  Periodic table-706bfa1a-91d2-4bd8-a213-ed676f47b6cf-1.png     https://loyolahs.instructure.com/courses/6624/files/3011203
    3010704  Periodic table-706bfa1a-91d2-4bd8-a213-ed676f47b6cf.png       https://loyolahs.instructure.com/courses/6624/files/3010704
    3011122  Periodic table-3398b691-4f03-4e84-be14-da34ca09e361-1.png     https://loyolahs.instructure.com/courses/6624/files/3011122
    3010960  Periodic table-3398b691-4f03-4e84-be14-da34ca09e361.png       https://loyolahs.instructure.com/courses/6624/files/3010960
    3010898  Periodic table-40670381-d3eb-48c5-ac52-81773fc1b402.png       https://loyolahs.instructure.com/courses/6624/files/3010898
    3011184  Periodic table-c9bd86fc-e84c-491a-bcf3-a21fb8812323-1.png     https://loyolahs.instructure.com/courses/6624/files/3011184
    3010705  Periodic table-c9bd86fc-e84c-491a-bcf3-a21fb8812323.png       https://loyolahs.instructure.com/courses/6624/files/3010705
    3010706  Periodic table.png                                            https://loyolahs.instructure.com/courses/6624/files/3010706
    3011069  pH calc.pdf                                                   https://loyolahs.instructure.com/courses/6624/files/3011069
    3010945  pH indicators.jpeg                                            https://loyolahs.instructure.com/courses/6624/files/3010945
